Name,Url,Ratings,Reviews,Price 
"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag , office bag , college bag ( LEGEND ) ",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&sprefix=ba%2Caps%2C283&sr=8-6,"4,221",₹548
Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black) ,https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&sprefix=ba%2Caps%2C283&sr=8-7,"3,128",₹695
Northzone Lightweight School Bags Backpacks for Boys Girls Stylish Men and Women Casual Travel Laptop Bag College Office (Navy Blue) 40L ,https://www.amazon.in/Northzone-Polyester-School-Backpack-Compartment/dp/B08678P2T7/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&sprefix=ba%2Caps%2C283&sr=8-8,"6,593","₹5,690"
Wesley Milestone 2.0 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Blue and Black) ,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-9,868,"₹1,479"
TRUE HUMAN Anti-Theft and USB Charging Port Backpack with Combination Lock Laptop Bag (Grey) ,https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&sprefix=ba%2Caps%2C283&sr=8-10,131,₹391
"Mokobara Backpack Pro 15.6"" Inch Laptop Backpack For Men And Women (21 litre). ",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03747283069SL0C7RLDI&url=%2FThe-Backpack-Pro-Deep-Black%2Fdp%2FB08SW78ZXD%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658599047%26smid%3DA2ZJIE4OXD710M%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26psc%3D1&qualifier=1658599047&id=3769584806329969&widgetName=sp_mtf,216,₹899
"Safari Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Black (SNAP19CBBLK) ",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0825473X63A0LDEDG9N&url=%2FSafari-Laptop-Backpack-Compartments-Resistant%2Fdp%2FB09B27CYC4%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658599047%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26psc%3D1&qualifier=1658599047&id=3769584806329969&widgetName=sp_mtf,"1,060",₹567
DIVING DEEP Women Backpack Latest School Bag for Girls (Black) ,https://www.amazon.in/DIVING-DEEP-Backpack-Polyester-Bag/dp/B08F7YYZTJ/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&smid=A7G7LRDIK7CR7&sprefix=ba%2Caps%2C283&sr=8-13,"7,242",₹468
Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty ,https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ5XY31/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&sprefix=ba%2Caps%2C283&sr=8-14,"6,174",₹799
"POLESTAR Vintage 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, suitable for both men & women,1 year warranty ",https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-15,"1,454",₹749
Wooum 15.6 inch Laptop Bag Backpack Fashion Rucksack Casual Student School Bag Computer Bag College Bag Office Bag Business Bag Unisex Travel Backpack ,https://www.amazon.in/Backpack-Fashion-Computer-Business-Black-BlueZip/dp/B08R7J19R8/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&sprefix=ba%2Caps%2C283&sr=8-16,"5,628","₹1,396"
"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment ",https://www.amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-17,"10,597","₹1,099"
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack ,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-18,"2,231"
Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men ,https://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&sprefix=ba%2Caps%2C283&sr=8-19,"43,166"
Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black ,https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1658599047&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-20,66
"Artistix Axile three dimensional backpack, 30 Ltrs 46 cms, Foldable Travel cum Office Laptop Backpack, Anti theft bag ",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0847090IUNY80A8DKXB&url=%2FArtistix-Dimensional-Foldable-Backpack-Camouflage%2Fdp%2FB09HCPV1R9%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658599047%26smid%3DA1VUWH3EQIJX98%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26psc%3D1&qualifier=1658599047&id=3769584806329969&widgetName=sp_btf,314
Safari Swagpack 35 Ltrs Large Laptop Backpack With 3 Compartments and Raincover - Black (SWAGPACK19CBBLK) ,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A08246811Z6EM43GY8IRH&url=%2FSafari-Swagpack-Backpack-Compartments-Raincover%2Fdp%2FB09B25QMKY%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658599047%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26psc%3D1&qualifier=1658599047&id=3769584806329969&widgetName=sp_btf
Mokobara The Transit Backpack Laptop Bag for Men and Women ,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09980192KXA2PDWFYC7J&url=%2FMokobara-Transit-Backpack-Laptop-Private%2Fdp%2FB09V7G6CTW%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658599048%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26psc%3D1%26smid%3DA2ZJIE4OXD710M&qualifier=1658599048&id=1387931991946736&widgetName=sp_atf,4.1 out of 5 stars,82,"₹5,590"
"Mokobara Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model) ",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A01666031UDKFT7UL670E&url=%2FMokobara-Backpack-Laptop-Pretzel-Limited%2Fdp%2FB09WVH41X9%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1658599048%26smid%3DA2ZJIE4OXD710M%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26psc%3D1%26smid%3DA2ZJIE4OXD710M&qualifier=1658599048&id=1387931991946736&widgetName=sp_atf,4.1 out of 5 stars,74,"₹4,490"
American Tourister Casual Backpack ,https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1658599048&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-3,3.9 out of 5 stars,"42,643","₹1,099"
"Glowic Unisex's Casual Daypack for Travel, Classic, Foldable Daily Backpack(WBAG-54) (Green) ",https://www.amazon.in/Glowic-Unisexs-Foldable-Backpack-WBAG-54/dp/B0B5N7VF4F/ref=sr_1_omk_4?crid=2M096C61O4MLT&keywords=bags&qid=1658599048&sprefix=ba%2Caps%2C283&sr=8-4,4.2 out of 5 stars,"11,189",₹699
Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy) ,https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1658599048&sprefix=ba%2Caps%2C283&sr=8-5,4.0 out of 5 stars,"43,166",₹729
Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black ,https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sxin_13?asc_contentid=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df%3Aamzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df&creativeASIN=B075Y72PHZ&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B075Y72PHZ&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=wR4jy&pd_rd_wg=j3GmH&pf_rd_p=9e10f444-3bae-445e-87e0-7b61ac6588df&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=1-1-c84eb971-91f2-4a4d-acce-811265c24254&tag=htsyndicate-21,4.2 out of 5 stars,"10,172",₹749
Killer Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack ,https://www.amazon.in/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07CDD6YS2/ref=sxin_13?asc_contentid=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df%3Aamzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df&creativeASIN=B07CDD6YS2&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B07CDD6YS2&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=wR4jy&pd_rd_wg=j3GmH&pf_rd_p=9e10f444-3bae-445e-87e0-7b61ac6588df&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&sprefix=ba%2Caps%2C283&sr=1-2-c84eb971-91f2-4a4d-acce-811265c24254&tag=htsyndicate-21,4.0 out of 5 stars,"4,825","₹1,958"
Fur Jaden Anti Theft Backpack with USB Charging Port 15.6 Inch Laptop Bagpack Waterproof Casual Unisex Bag for School College Office Suitable for Men Women ,https://www.amazon.in/Jaden-Black-Theft-Waterproof-Backpack/dp/B07B1TFJ7M/ref=sxin_13?asc_contentid=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df%3Aamzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df&creativeASIN=B07B1TFJ7M&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B07B1TFJ7M&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=wR4jy&pd_rd_wg=j3GmH&pf_rd_p=9e10f444-3bae-445e-87e0-7b61ac6588df&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-3-c84eb971-91f2-4a4d-acce-811265c24254&tag=htsyndicate-21,4.0 out of 5 stars,"10,597",₹799
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack ,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sxin_13?asc_contentid=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df%3Aamzn1.sym.9e10f444-3bae-445e-87e0-7b61ac6588df&creativeASIN=B07K8KLB3P&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.a1063c2d-7e5b-46bc-b262-f1dc5a11c9a6.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B07K8KLB3P&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=wR4jy&pd_rd_wg=j3GmH&pf_rd_p=9e10f444-3bae-445e-87e0-7b61ac6588df&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=1-4-c84eb971-91f2-4a4d-acce-811265c24254&tag=htsyndicate-21,4.0 out of 5 stars,9,₹448
"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent ",https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y/ref=sxin_14_trfob_0_B09SB5DP5Y?content-id=amzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96%3Aamzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09SB5DP5Y&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=pQHgD&pd_rd_wg=j3GmH&pf_rd_p=9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&smid=A1R6MZ1RCRIV13&sprefix=ba%2Caps%2C283&sr=1-1-2f21691d-8543-4979-a589-ab12f466fee3,4.2 out of 5 stars,82,₹332
Amazon Brand - Symbol Autumn-Winter'20 womens Handbag (mustard) ,https://www.amazon.in/Amazon-Brand-Autumn-Winter20-Handbag-mustard/dp/B08HVGQ3KT/ref=sxin_14_trfob_1_B08HVGQ3KT?content-id=amzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96%3Aamzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08HVGQ3KT&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=pQHgD&pd_rd_wg=j3GmH&pf_rd_p=9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&sprefix=ba%2Caps%2C283&sr=1-2-2f21691d-8543-4979-a589-ab12f466fee3,4.1 out of 5 stars,199,₹579
Amazon Brand - Solimo Sling Bag (Navy Blue) ,https://www.amazon.in/Amazon-Brand-Solimo-Sling-Navy/dp/B07SB9SZKF/ref=sxin_14_trfob_2_B07SB9SZKF?content-id=amzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96%3Aamzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07SB9SZKF&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=pQHgD&pd_rd_wg=j3GmH&pf_rd_p=9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&sprefix=ba%2Caps%2C283&sr=1-3-2f21691d-8543-4979-a589-ab12f466fee3,3.9 out of 5 stars,165,₹299
Amazon Brand - Solimo Sling Bag (Maroon) ,https://www.amazon.in/Amazon-Brand-Solimo-Sling-Maroon/dp/B07S63LC4P/ref=sxin_14_trfob_3_B07S63LC4P?content-id=amzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96%3Aamzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07S63LC4P&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=pQHgD&pd_rd_wg=j3GmH&pf_rd_p=9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&sprefix=ba%2Caps%2C283&sr=1-4-2f21691d-8543-4979-a589-ab12f466fee3,4.1 out of 5 stars,1,₹299
Luces Nylon Blue Pack of 2 Travelling Bag Duffle Bags Wardrobe Luggage Organizer Under Bed Storage Bag Large ,https://www.amazon.in/Travelling-Wardrobe-Luggage-Organizer-Storage/dp/B096M8NYYN/ref=sxin_14_trfob_4_B096M8NYYN?content-id=amzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96%3Aamzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B096M8NYYN&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=pQHgD&pd_rd_wg=j3GmH&pf_rd_p=9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&sprefix=ba%2Caps%2C283&sr=1-5-2f21691d-8543-4979-a589-ab12f466fee3,4.1 out of 5 stars,2,"₹1,199"
"Amazon Brand - Solimo 46 Ltrs Carry-On Travel Backpack, Black ",https://www.amazon.in/Amazon-Brand-Solimo-BG69-Bagpack58/dp/B09296LFWJ/ref=sxin_14_trfob_5_B09296LFWJ?content-id=amzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96%3Aamzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09296LFWJ&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=pQHgD&pd_rd_wg=j3GmH&pf_rd_p=9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-6-2f21691d-8543-4979-a589-ab12f466fee3,3.8 out of 5 stars,317,"₹1,599"
"AmazonBasics Tool Bag Backpack, 50 Pocket - 2 Pocket Front ",https://www.amazon.in/AmazonBasics-Tool-Bag-Backpack-Pocket/dp/B079YQPPW2/ref=sxin_14_trfob_6_B079YQPPW2?content-id=amzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96%3Aamzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B079YQPPW2&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=pQHgD&pd_rd_wg=j3GmH&pf_rd_p=9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&smid=AH017Z3M1ZJ3T&sprefix=ba%2Caps%2C283&sr=1-7-2f21691d-8543-4979-a589-ab12f466fee3,3.8 out of 5 stars,223,"₹3,298"
AmazonBasics Slim Carry On Laptop Travel Weekender Backpack - Green ,https://www.amazon.in/AmazonBasics-Slim-Carry-On-Backpack/dp/B079LMPPKG/ref=sxin_14_trfob_7_B079LMPPKG?content-id=amzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96%3Aamzn1.sym.9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B079LMPPKG&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=pQHgD&pd_rd_wg=j3GmH&pf_rd_p=9eb4d2f1-b61c-4285-80eb-8b728a3d4d96&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-8-2f21691d-8543-4979-a589-ab12f466fee3,3.9 out of 5 stars,753,"₹4,269"
Genie Flamenco2 Casual Backpacks for Women ,https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF9VHTY/ref=sxin_15?content-id=amzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8%3Aamzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08YF9VHTY&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=K4pLO&pd_rd_wg=j3GmH&pf_rd_p=c6b19462-ba91-4dc2-add9-c9c315b3c2f8&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-1-b8003e8c-7dbe-4d7b-b373-a406a41b9947,4.0 out of 5 stars,662,₹649
"Genie Flamenco Laptop Casual Backpacks for Women, 16 inches, Stylish and Trendy College backpacks for girls, Water Resistant and Lightweight Mini Bags . Latest Collection (Sky Blue) ",https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sxin_15?content-id=amzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8%3Aamzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08YF1XJXY&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=K4pLO&pd_rd_wg=j3GmH&pf_rd_p=c6b19462-ba91-4dc2-add9-c9c315b3c2f8&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=1-2-b8003e8c-7dbe-4d7b-b373-a406a41b9947,4.0 out of 5 stars,"6,593",₹699
"Wesley Milestone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, Charcoal Black ",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sxin_15?content-id=amzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8%3Aamzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B085S444JV&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=K4pLO&pd_rd_wg=j3GmH&pf_rd_p=c6b19462-ba91-4dc2-add9-c9c315b3c2f8&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=1-3-b8003e8c-7dbe-4d7b-b373-a406a41b9947,4.1 out of 5 stars,54,₹548
"Artistix Archer Expandable | Multifunctional Laptop Bag with USB Charging | Travel Bag Pack | Anti Theft Backpack for Office, Business (35 Litre, 15.6 Inch) ",https://www.amazon.in/Artistix-Expandable-Multifunctional-Charging-Backpack/dp/B09H4VCC42/ref=sxin_15?content-id=amzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8%3Aamzn1.sym.c6b19462-ba91-4dc2-add9-c9c315b3c2f8&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09H4VCC42&pd_rd_r=b9efd2a6-73e7-49ec-b8d2-9c617a3a3a41&pd_rd_w=K4pLO&pd_rd_wg=j3GmH&pf_rd_p=c6b19462-ba91-4dc2-add9-c9c315b3c2f8&pf_rd_r=5BQ3J3FCFTJ1FAZGCSNZ&qid=1658599048&smid=A1VUWH3EQIJX98&sprefix=ba%2Caps%2C283&sr=1-4-b8003e8c-7dbe-4d7b-b373-a406a41b9947,4.2 out of 5 stars,427,"₹1,870"
